unique_id,repo,key,scope,complexity,commit,date,message,_source_file,original_commit
jdk17u-dev_c2dd771ec5c1df72c585d8276e024cd5a5c11549,jdk17u-dev,c2dd771ec5c1df72c585d8276e024cd5a5c11549,S3,C3,c2dd771ec5c1df72c585d8276e024cd5a5c11549,2024-06-20 10:07:21+00:00,8301686: TLS 1.3 handshake fails if server_name doesn't match resuming session,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,0259da92831087e918d00b8a83e04c96a6877f41
jdk17u-dev_0a4f92603b76181358326908497220c7d14211b1,jdk17u-dev,0a4f92603b76181358326908497220c7d14211b1,S3,C3,0a4f92603b76181358326908497220c7d14211b1,2024-06-12 09:51:16+00:00,8308184: Launching java with large number of jars in classpath with java.protocol.handler.pkgs system property set can lead to StackOverflowError,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,268ec61d4fa9c5b7d2c7bcafb942b33e5b189974
jdk17u-dev_cda3768ca9d8cf6f41eaf82bf6065a4afc422fe4,jdk17u-dev,cda3768ca9d8cf6f41eaf82bf6065a4afc422fe4,S3,C3,cda3768ca9d8cf6f41eaf82bf6065a4afc422fe4,2024-06-10 08:17:31+00:00,"8326734: text-decoration applied to <span> lost when mixed with <u> or <s> 8325620: HTMLReader uses ConvertAction instead of specified CharacterAction for <b>, <i>, <u>",filtered\s3_newtests\jdk17u-dev_S3_patches.csv,cd3e4c03661f770ebeefcd3637d56589243ac0a9
jdk17u-dev_ffa8a102da9760711b303248f41a23646dcb897a,jdk17u-dev,ffa8a102da9760711b303248f41a23646dcb897a,S3,C3,ffa8a102da9760711b303248f41a23646dcb897a,2024-06-07 15:20:26+00:00,8292948: JEditorPane ignores font-size styles in external linked css-file,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,1caba0f13c42121c9e1c6648715ec7c31349b537
jdk17u-dev_2db15017683a4b72798439c39e96038d0ca9c4fe,jdk17u-dev,2db15017683a4b72798439c39e96038d0ca9c4fe,S3,C3,2db15017683a4b72798439c39e96038d0ca9c4fe,2024-06-06 09:46:23+00:00,8323801: <s> tag doesn't strikethrough the text,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,80b63b67293970936d57ae4375ad76cd2b11a333
jdk17u-dev_08b3f72ac5485f0d56dac7c26af859ce08ae7dfc,jdk17u-dev,08b3f72ac5485f0d56dac7c26af859ce08ae7dfc,S3,C3,08b3f72ac5485f0d56dac7c26af859ce08ae7dfc,2024-06-05 08:38:27+00:00,"8312229: Crash involving yield, switch and anonymous classes",filtered\s3_newtests\jdk17u-dev_S3_patches.csv,1f81e5b19ebfb7cd1b5a01d6cf79efda7e827c35
jdk17u-dev_cc3f0e52bfee9d96c464ae55999e834717aa3772,jdk17u-dev,cc3f0e52bfee9d96c464ae55999e834717aa3772,S3,C3,cc3f0e52bfee9d96c464ae55999e834717aa3772,2024-05-29 10:25:39+00:00,8308144: Uncontrolled memory consumption in SSLFlowDelegate.Reader,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,099a8f5b2f924fddd43ff72f3f7c6f34b6c15b0f
jdk17u-dev_d1e31f6f6a455572c2d5b6f118ce54fa040e0e82,jdk17u-dev,d1e31f6f6a455572c2d5b6f118ce54fa040e0e82,S3,C3,d1e31f6f6a455572c2d5b6f118ce54fa040e0e82,2024-05-28 08:32:14+00:00,8289643: File descriptor leak with ProcessBuilder.startPipeline 8290885: java/lang/ProcessBuilder/PipelineLeaksFD.java fail: More or fewer pipes than expected,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,620c8a045f92126c2552347b9f369405ab2d6d36
jdk17u-dev_aea8e4a101e6910d7a3d07be021cba30fe5c6530,jdk17u-dev,aea8e4a101e6910d7a3d07be021cba30fe5c6530,S3,C3,aea8e4a101e6910d7a3d07be021cba30fe5c6530,2024-04-29 07:41:21+00:00,8264322: Generate CDS archive when creating custom JDK image,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,f608e81ad8309a001b8a92563a93b8adee1ce2b8
jdk17u-dev_52d1f0c4389699eab63b49f46d11e3060db6ce2f,jdk17u-dev,52d1f0c4389699eab63b49f46d11e3060db6ce2f,S3,C3,52d1f0c4389699eab63b49f46d11e3060db6ce2f,2024-04-28 21:51:08+00:00,8329013: StackOverflowError when starting Apache Tomcat with signed jar,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,925d82931c09dc11ea5a3bc410ea5cfd67ee14aa
jdk17u-dev_cacc30b77cab0173ea14601094a5b5b3106ce2f5,jdk17u-dev,cacc30b77cab0173ea14601094a5b5b3106ce2f5,S3,C3,cacc30b77cab0173ea14601094a5b5b3106ce2f5,2024-04-16 09:05:23+00:00,8326643: JDK server does not send a dummy change_cipher_spec record after HelloRetryRequest message,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,d44aaa37f98dd383aebbec097427feb1f1c29b74
jdk17u-dev_fc01ffe952f781f7510575b015c64cfc6b7431ed,jdk17u-dev,fc01ffe952f781f7510575b015c64cfc6b7431ed,S3,C5,fc01ffe952f781f7510575b015c64cfc6b7431ed,2024-04-09 18:18:09+00:00,8320570: NegativeArraySizeException decoding >1G UTF8 bytes with non-ascii characters,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,82796bdebbf56b98ec97a6d572ed68c2842f60c6
jdk17u-dev_08debe83ae06b613dbc4b160972d1d50bb319578,jdk17u-dev,08debe83ae06b613dbc4b160972d1d50bb319578,S3,C3,08debe83ae06b613dbc4b160972d1d50bb319578,2024-04-02 09:14:56+00:00,8306040: HttpResponseInputStream.available() returns 1 on empty stream,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,acaab6fd74f507bb6b18167505d88e505bdf24bd
jdk17u-dev_5ecac7a2bf51ea3f92a4a5eb1e1e9134cfa7e677,jdk17u-dev,5ecac7a2bf51ea3f92a4a5eb1e1e9134cfa7e677,S3,C3,5ecac7a2bf51ea3f92a4a5eb1e1e9134cfa7e677,2024-04-02 08:39:36+00:00,8280377: MethodHandleProxies does not correctly invoke default methods with varags,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,a183bfb436a7dd998e602c2d16486e88c390fca1
jdk17u-dev_43956686c924658ee2d7866e46ee9f10d9595c35,jdk17u-dev,43956686c924658ee2d7866e46ee9f10d9595c35,S3,C3,43956686c924658ee2d7866e46ee9f10d9595c35,2024-02-16 20:59:34+00:00,8305906: HttpClient may use incorrect key when finding pooled HTTP/2 connection for IPv6 address,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,3ccb3c0e09f9a414229d3f76031f3fc8f271c936
jdk17u-dev_561f956db2abd8908b8b2b3dca10bac1a1e0bfb7,jdk17u-dev,561f956db2abd8908b8b2b3dca10bac1a1e0bfb7,S3,C3,561f956db2abd8908b8b2b3dca10bac1a1e0bfb7,2024-01-25 02:25:40+00:00,8308245: Add -proc:full to describe current default annotation processing policy,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,42ecc8a37ffc7e4ad7beb49cac7d821c00a5568e
jdk17u-dev_f13310825600518699b4e5ea4c6929357b146eab,jdk17u-dev,f13310825600518699b4e5ea4c6929357b146eab,S3,C5,f13310825600518699b4e5ea4c6929357b146eab,2024-01-17 21:21:47+00:00,8305972: Update XML Security for Java to 3.0.2,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,f0aebc8141de5a50c88658a40caa01967a9afc53
jdk17u-dev_092758703e25644cc6f867ec8a4fbd4e23e8cd3a,jdk17u-dev,092758703e25644cc6f867ec8a4fbd4e23e8cd3a,S3,C3,092758703e25644cc6f867ec8a4fbd4e23e8cd3a,2024-01-10 01:10:23+00:00,6928542: Chinese characters in RTF are not decoded,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,a26f7c03c72e4efe6d3219d294294c554aebc631
jdk17u-dev_f6f32bf256e34447f54be823fdfb2e64e235e404,jdk17u-dev,f6f32bf256e34447f54be823fdfb2e64e235e404,S3,C3,f6f32bf256e34447f54be823fdfb2e64e235e404,2024-01-09 14:48:02+00:00,8276123: ZipFile::getEntry will not return a file entry when there is a directory entry of the same name within a Zip File,filtered\s3_newtests\jdk17u-dev_S3_patches.csv,b85500e52479c48b02a96b28fddefa2b25d5d9bd
jdk21u_eb8320ce840175f1f132673824ef8e67850814da,jdk21u,eb8320ce840175f1f132673824ef8e67850814da,S3,C3,eb8320ce840175f1f132673824ef8e67850814da,2025-05-14 08:50:03+00:00,8344925: translet-name ignored when package-name is also set,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,3989a199578fc1d91988cfdbb95f11dd6d4c7b81
jdk21u_e227f6aab16a4e4603723f66e8bce8f2c479f7fc,jdk21u,e227f6aab16a4e4603723f66e8bce8f2c479f7fc,S3,C3,e227f6aab16a4e4603723f66e8bce8f2c479f7fc,2025-05-11 23:27:00+00:00,8210471: GZIPInputStream constructor could leak an un-end()ed Inflater,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,d9e7b7e7da98a0170d26301a4bbd61aad0127c6e
jdk21u_c2228cc099d300edfb90958ae1d98acd698f9ff9,jdk21u,c2228cc099d300edfb90958ae1d98acd698f9ff9,S3,C3,c2228cc099d300edfb90958ae1d98acd698f9ff9,2025-04-30 20:38:33+00:00,8320948: NPE due to unreported compiler error,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,a9cb120d03e5b2efa244086e213d3b9e4706558a
jdk21u_67ba686a2e3ac7a31bd754f6cd1cc51ef861febf,jdk21u,67ba686a2e3ac7a31bd754f6cd1cc51ef861febf,S3,C3,67ba686a2e3ac7a31bd754f6cd1cc51ef861febf,2025-04-28 16:46:56+00:00,8314236: Overflow in Collections.rotate,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,3828dc913a3ea28d622b69bd07f26949128eb5f7
jdk21u_4c1d231925ccfd133e1fdd8d875bbd3141360e86,jdk21u,4c1d231925ccfd133e1fdd8d875bbd3141360e86,S3,C3,4c1d231925ccfd133e1fdd8d875bbd3141360e86,2025-04-28 16:46:28+00:00,8320687: sun.jvmstat.monitor.MonitoredHost.getMonitoredHost() throws unexpected exceptions when invoked concurrently,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,81484d8c0520cf55ec58fc7b4c81880e69537674
jdk21u_a02cecf238969bcde7eb2d00fb15514a434c8a44,jdk21u,a02cecf238969bcde7eb2d00fb15514a434c8a44,S3,C3,a02cecf238969bcde7eb2d00fb15514a434c8a44,2025-04-28 14:28:04+00:00,8347506: Compatible OCSP readtimeout property with OCSP timeout,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,f8e81d23393cbc04557e3975edd8898901dd6d26
jdk21u_2fb9ef2b63c2294aeb55184bf65f5e2d1107fcaf,jdk21u,2fb9ef2b63c2294aeb55184bf65f5e2d1107fcaf,S3,C3,2fb9ef2b63c2294aeb55184bf65f5e2d1107fcaf,2025-04-28 13:12:05+00:00,8327461: KeyStore getEntry is not thread-safe,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,ffd43c922e3b8b75a00e494d5484b6a487dd5c90
jdk21u_550131530068717c85a7802e2db1578608b10374,jdk21u,550131530068717c85a7802e2db1578608b10374,S3,C3,550131530068717c85a7802e2db1578608b10374,2025-04-21 08:13:36+00:00,8200566: DistributionPointFetcher fails to fetch CRLs if the DistributionPoints field contains more than one DistributionPoint and the first one fails,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,e70264654570155a39d0841ce82b9dd52ca0389c
jdk21u_091c56980c5b3b5666235fdb95c60dd10d3071be,jdk21u,091c56980c5b3b5666235fdb95c60dd10d3071be,S3,C3,091c56980c5b3b5666235fdb95c60dd10d3071be,2025-04-21 08:11:10+00:00,8309667: TLS handshake fails because of ConcurrentModificationException in PKCS12KeyStore.engineGetEntry,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,d2e2c4cef1f15a3fc7f1f619470d23ae6bb37725
jdk21u_c40e6ef3dcb25b8acc156aa4051694322bf7e351,jdk21u,c40e6ef3dcb25b8acc156aa4051694322bf7e351,S3,C3,c40e6ef3dcb25b8acc156aa4051694322bf7e351,2025-04-18 19:38:57+00:00,8337998: CompletionFailure in getEnclosingType attaching type annotations,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,9e282e5c966a9c065de8b901b7d30bb5c9ccf243
jdk21u_28cb19e41bf3cd949d3f99d44cdfe0b1fe778bfa,jdk21u,28cb19e41bf3cd949d3f99d44cdfe0b1fe778bfa,S3,C3,28cb19e41bf3cd949d3f99d44cdfe0b1fe778bfa,2025-04-14 16:36:06+00:00,"8136895: Writer not closed with disk full error, file resource leaked",filtered\s3_newtests\jdk21u-dev_S3_patches.csv,d55d7e8d87670043dd22ec6a3fb6cc49b39000cd
jdk21u_0306421f2a3677a73f94492037dd2c10235eca34,jdk21u,0306421f2a3677a73f94492037dd2c10235eca34,S3,C3,0306421f2a3677a73f94492037dd2c10235eca34,2025-04-09 15:48:08+00:00,8309841: Jarsigner should print a warning if an entry is removed,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,bdfb41f977258831e4b0ceaef5d016d095ab6e7f
jdk21u_6cd096eb71689f691736d0d93f0f3eb6cf51b971,jdk21u,6cd096eb71689f691736d0d93f0f3eb6cf51b971,S3,C3,6cd096eb71689f691736d0d93f0f3eb6cf51b971,2025-04-07 16:17:49+00:00,8328864: NullPointerException in sun.security.jca.ProviderList.getService(),filtered\s3_newtests\jdk21u-dev_S3_patches.csv,cd3a607576bede17f48c3d5ebde2bf05f3b615ba
jdk21u_e8daf0c703dc926f00ac106b25be5aa95ec33249,jdk21u,e8daf0c703dc926f00ac106b25be5aa95ec33249,S3,C3,e8daf0c703dc926f00ac106b25be5aa95ec33249,2025-04-07 15:28:13+00:00,8344361: Restore null return for invalid services from legacy providers,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,e20bd018c4046870d0cf632bb8e5440cb9f5c3c2
jdk21u_d7fa4bbb9460e0c7de9aa23552454d4278e8d669,jdk21u,d7fa4bbb9460e0c7de9aa23552454d4278e8d669,S3,C3,d7fa4bbb9460e0c7de9aa23552454d4278e8d669,2025-04-03 23:08:07+00:00,8337681: PNGImageWriter uses much more memory than necessary,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,89a15f1414f89d2dd32eac791e9155fcb4207e56
jdk21u_c662d7dc248e6a46b52a1d620fa42c3081a90ccf,jdk21u,c662d7dc248e6a46b52a1d620fa42c3081a90ccf,S3,C5,c662d7dc248e6a46b52a1d620fa42c3081a90ccf,2025-04-03 14:21:47+00:00,8339538: Wrong timeout computations in DnsClient 8220213: com/sun/jndi/dns/ConfigTests/Timeout.java failed intermittent,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,4beb77192f54f27183285400d7cae7528df64e43
jdk21u_fc6e5755db1dd37a4f0dc295f0a49a236119e943,jdk21u,fc6e5755db1dd37a4f0dc295f0a49a236119e943,S3,C3,fc6e5755db1dd37a4f0dc295f0a49a236119e943,2025-03-27 16:30:51+00:00,6956385: URLConnection.getLastModified() leaks file handles for jar:file and file: URLs,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,9f98136c3a00ca24d59ffefd58308603b58110c7
jdk21u_32ac3e713ea4370e496717967fff7de9450d2f69,jdk21u,32ac3e713ea4370e496717967fff7de9450d2f69,S3,C3,32ac3e713ea4370e496717967fff7de9450d2f69,2025-03-22 00:16:13+00:00,8342075: HttpClient: improve HTTP/2 flow control checks,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,b0ac633b2d0076d64b463b2a6ce19abf6b12c50f
jdk21u_209939a90e9b804da4c37ebd978b088cb8f41ead,jdk21u,209939a90e9b804da4c37ebd978b088cb8f41ead,S3,C4,209939a90e9b804da4c37ebd978b088cb8f41ead,2025-03-20 14:14:41+00:00,8335181: Incorrect handling of HTTP/2 GOAWAY frames in HttpClient,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,720b44648bcff997278af92746f942b2425298a5
jdk21u_d8291f593762ab270bf05643b87c57578d716242,jdk21u,d8291f593762ab270bf05643b87c57578d716242,S3,C5,d8291f593762ab270bf05643b87c57578d716242,2025-03-19 16:43:27+00:00,8316580: HttpClient with StructuredTaskScope does not close when a task fails,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,fc98998627443d6e73ac70661f47f48b30525712
jdk21u_071aaf8f736d258d04fcc7c025befa9125c67235,jdk21u,071aaf8f736d258d04fcc7c025befa9125c67235,S3,C3,071aaf8f736d258d04fcc7c025befa9125c67235,2025-03-10 13:56:50+00:00,8316497: ColorConvertOp - typo for non-ICC conversions needs one-line fix,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,dadd9cd1e8434cffaafc7406a864eaa55954cfb8
jdk21u_99a9299150e0130fa01c8400800d41b0b537d032,jdk21u,99a9299150e0130fa01c8400800d41b0b537d032,S3,C3,99a9299150e0130fa01c8400800d41b0b537d032,2025-01-20 09:03:19+00:00,8311546: Certificate name constraints improperly validated with leading period 8320372: test/jdk/sun/security/x509/DNSName/LeadingPeriod.java validity check failed 8347424: Fix and rewrite sun/security/x509/DNSName/LeadingPeriod.java test,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,bfaf5704e7e71f968b716b5f448860e9cda721b4
jdk21u_ddddc1a0eed66c973a62f981bdd8f83f36ff5cb6,jdk21u,ddddc1a0eed66c973a62f981bdd8f83f36ff5cb6,S3,C3,ddddc1a0eed66c973a62f981bdd8f83f36ff5cb6,2025-01-16 08:14:55+00:00,8304701: Request with timeout aborts later in-flight request on HTTP/1.1 cxn,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,bddcd086b7c76d915aaa76427c2ae4088ad4239f
jdk21u_85e5a5c6e160a92cf599e649413e08fe03df6de5,jdk21u,85e5a5c6e160a92cf599e649413e08fe03df6de5,S3,C5,85e5a5c6e160a92cf599e649413e08fe03df6de5,2024-12-24 11:19:16+00:00,8335288: SunPKCS11 initialization will call C_GetMechanismInfo on unsupported mechanisms,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,fdfe503d016086cf78b5a8c27dbe45f0261c68ab
jdk21u_e45287d1ad9dcadf8a23d3271f1b675b8dade0ac,jdk21u,e45287d1ad9dcadf8a23d3271f1b675b8dade0ac,S3,C5,e45287d1ad9dcadf8a23d3271f1b675b8dade0ac,2024-12-04 01:02:53+00:00,8335912: Add an operation mode to the jar command when extracting to not overwriting existing files,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,158b93d19a518d2b9d3d185e2d4c4dbff9c82aab
jdk21u_d383ba546ca749d21ad39288e47335135e7b2142,jdk21u,d383ba546ca749d21ad39288e47335135e7b2142,S3,C3,d383ba546ca749d21ad39288e47335135e7b2142,2024-12-02 15:52:28+00:00,8322809: SystemModulesMap::classNames and moduleNames arrays do not match the order,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,f3be138eb80c9e7f6cc21afb75cda9e49b667c8a
jdk21u_948710fb048532e0432629ef90bd6f3298786569,jdk21u,948710fb048532e0432629ef90bd6f3298786569,S3,C3,948710fb048532e0432629ef90bd6f3298786569,2024-11-18 15:12:49+00:00,8338389: [JFR] Long strings should be added to the string pool,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,d5c6158cedfd96a9f97d83355b10730b81274648
jdk21u_d7c2775a1eb12903ebec262e1d6b3ddc7564532c,jdk21u,d7c2775a1eb12903ebec262e1d6b3ddc7564532c,S3,C3,d7c2775a1eb12903ebec262e1d6b3ddc7564532c,2024-11-05 13:42:52+00:00,8340812: LambdaForm customization via MethodHandle::updateForm is not thread safe,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,47c10694c66bc131c8a5e1572340415b8daaba08
jdk21u_b002ba635758d820e4da275949afb6efa8a1ebfb,jdk21u,b002ba635758d820e4da275949afb6efa8a1ebfb,S3,C3,b002ba635758d820e4da275949afb6efa8a1ebfb,2024-10-11 07:51:11+00:00,8334719: (se) Deferred close of SelectableChannel may result in a Selector doing the final close before concurrent I/O on channel has completed,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,9bb675f89dd1eeec423ca96cb3f96d29f5de477c
jdk21u_edd6437324d5f0a2f8848f09c0936b6ebfbe82bf,jdk21u,edd6437324d5f0a2f8848f09c0936b6ebfbe82bf,S3,C3,edd6437324d5f0a2f8848f09c0936b6ebfbe82bf,2024-08-14 13:01:48+00:00,8319817: Charset constructor should make defensive copy of aliases,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,d6d7bdc7748c10963c3e58c0287b2472646bf36f
jdk21u_5acb02287b474a3393d4a371d6da55dba3b2ad2b,jdk21u,5acb02287b474a3393d4a371d6da55dba3b2ad2b,S3,C3,5acb02287b474a3393d4a371d6da55dba3b2ad2b,2024-08-14 06:16:44+00:00,6355567: AdobeMarkerSegment causes failure to read valid JPEG,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,c7c6d47a07100f6c81af6cfad301ec1bda77adf7
jdk21u_7c2666d9e5d016199ead47f8edb3f94ef1d469d3,jdk21u,7c2666d9e5d016199ead47f8edb3f94ef1d469d3,S3,C3,7c2666d9e5d016199ead47f8edb3f94ef1d469d3,2024-08-02 09:10:08+00:00,"8335967: ""text-decoration: none"" does not work with ""A"" HTML tags",filtered\s3_newtests\jdk21u-dev_S3_patches.csv,374fca0fcbc049f937fa49bb4825edcbbf961f2b
jdk21u_69aab6aee1594aba1b6d7fe9d1b2e4562b64d495,jdk21u,69aab6aee1594aba1b6d7fe9d1b2e4562b64d495,S3,C3,69aab6aee1594aba1b6d7fe9d1b2e4562b64d495,2024-07-18 07:51:13+00:00,8333542: Breakpoint in parallel code does not work,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,b3bf31a0a08da679ec2fd21613243fb17b1135a9
jdk21u_65cf18ae6849bd9374865d505169336a24503b6c,jdk21u,65cf18ae6849bd9374865d505169336a24503b6c,S3,C3,65cf18ae6849bd9374865d505169336a24503b6c,2024-06-26 10:42:42+00:00,8328896: Fontmetrics for large Fonts has zero width,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,25871af36b1397bdc3715ab0edc589f0483ea0b1
jdk21u_e257ae5ecd31adb60bc54c3971ef0f25342d94f8,jdk21u,e257ae5ecd31adb60bc54c3971ef0f25342d94f8,S3,C5,e257ae5ecd31adb60bc54c3971ef0f25342d94f8,2024-06-26 10:42:26+00:00,8051959: Add thread and timestamp options to java.security.debug system property,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,3b582dff849f1c25336e2efc415eb121f8b12189
jdk21u_f2e567ab13b0dac0bd4bd127ee10dac3e9f4240b,jdk21u,f2e567ab13b0dac0bd4bd127ee10dac3e9f4240b,S3,C3,f2e567ab13b0dac0bd4bd127ee10dac3e9f4240b,2024-06-18 09:14:13+00:00,8301686: TLS 1.3 handshake fails if server_name doesn't match resuming session,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,0259da92831087e918d00b8a83e04c96a6877f41
jdk21u_8991255fa016ad16d556c827e2cbe4cac7f22c48,jdk21u,8991255fa016ad16d556c827e2cbe4cac7f22c48,S3,C3,8991255fa016ad16d556c827e2cbe4cac7f22c48,2024-06-06 08:23:20+00:00,"8326734: text-decoration applied to <span> lost when mixed with <u> or <s> 8325620: HTMLReader uses ConvertAction instead of specified CharacterAction for <b>, <i>, <u>",filtered\s3_newtests\jdk21u-dev_S3_patches.csv,cd3e4c03661f770ebeefcd3637d56589243ac0a9
jdk21u_ec7a205b56a35566164c3bcc37fdb9ee9b87ba35,jdk21u,ec7a205b56a35566164c3bcc37fdb9ee9b87ba35,S3,C3,ec7a205b56a35566164c3bcc37fdb9ee9b87ba35,2024-06-04 16:23:05+00:00,8323801: <s> tag doesn't strikethrough the text,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,80b63b67293970936d57ae4375ad76cd2b11a333
jdk21u_2144c0e2446e882b18b32573bbc977c1b070b603,jdk21u,2144c0e2446e882b18b32573bbc977c1b070b603,S3,C3,2144c0e2446e882b18b32573bbc977c1b070b603,2024-06-03 09:09:33+00:00,8330748: ByteArrayOutputStream.writeTo(OutputStream) pins carrier,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,819f3d6fc70ff6fe54ac5f9033c17c3dd4326aa5
jdk21u_dc831aa750351c2b38cf5fee42d93ff62a230a28,jdk21u,dc831aa750351c2b38cf5fee42d93ff62a230a28,S3,C3,dc831aa750351c2b38cf5fee42d93ff62a230a28,2024-06-03 09:05:34+00:00,8328953: JEditorPane.read throws ChangedCharSetException,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,245514da51ef77757f530317e079a3f58370a0be
jdk21u_8d4f686ef1a832511767dbd470d082459f14badb,jdk21u,8d4f686ef1a832511767dbd470d082459f14badb,S3,C3,8d4f686ef1a832511767dbd470d082459f14badb,2024-05-31 09:02:04+00:00,"8312229: Crash involving yield, switch and anonymous classes",filtered\s3_newtests\jdk21u-dev_S3_patches.csv,1f81e5b19ebfb7cd1b5a01d6cf79efda7e827c35
jdk21u_0a2e2e707dce937cd134f07a692084449247db5b,jdk21u,0a2e2e707dce937cd134f07a692084449247db5b,S3,C3,0a2e2e707dce937cd134f07a692084449247db5b,2024-05-16 21:52:11+00:00,8308144: Uncontrolled memory consumption in SSLFlowDelegate.Reader,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,099a8f5b2f924fddd43ff72f3f7c6f34b6c15b0f
jdk21u_ec6b32601095017a2641f4b82143e83bef5f37b6,jdk21u,ec6b32601095017a2641f4b82143e83bef5f37b6,S3,C4,ec6b32601095017a2641f4b82143e83bef5f37b6,2024-05-07 09:47:45+00:00,8310913: Move ReferencedKeyMap to jdk.internal so it may be shared,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,6af0af593446bc33dc94bbf7334c325c4ac0ac0f
jdk21u_2331bc75b02ddcc093ef5811a7452f9999b4c8d6,jdk21u,2331bc75b02ddcc093ef5811a7452f9999b4c8d6,S3,C3,2331bc75b02ddcc093ef5811a7452f9999b4c8d6,2024-04-25 09:30:25+00:00,8329013: StackOverflowError when starting Apache Tomcat with signed jar,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,925d82931c09dc11ea5a3bc410ea5cfd67ee14aa
jdk21u_80cf08aa0b1b9f5d5bd19e1b6a88f6725b233f30,jdk21u,80cf08aa0b1b9f5d5bd19e1b6a88f6725b233f30,S3,C3,80cf08aa0b1b9f5d5bd19e1b6a88f6725b233f30,2024-04-03 08:58:07+00:00,8294985: SSLEngine throws IAE during parsing of X500Principal,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,80edd5c298f21c5e5be3a0c2bb63129e76e0334f
jdk21u_2800d8bc708f7ccdf32ef64c52f99f40b1459698,jdk21u,2800d8bc708f7ccdf32ef64c52f99f40b1459698,S3,C3,2800d8bc708f7ccdf32ef64c52f99f40b1459698,2024-04-01 16:25:08+00:00,8326643: JDK server does not send a dummy change_cipher_spec record after HelloRetryRequest message,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,d44aaa37f98dd383aebbec097427feb1f1c29b74
jdk21u_93a4707f13aafc08a131e24c3c5ccbbe189da529,jdk21u,93a4707f13aafc08a131e24c3c5ccbbe189da529,S3,C3,93a4707f13aafc08a131e24c3c5ccbbe189da529,2024-03-19 17:36:25+00:00,7001133: OutOfMemoryError by CustomMediaSizeName implementation,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,10335f60f923aa4f315e64acb2bfd7bb06d47a1b
jdk21u_779204c941225f76aa85299bacfae59deccef082,jdk21u,779204c941225f76aa85299bacfae59deccef082,S3,C3,779204c941225f76aa85299bacfae59deccef082,2024-03-11 22:22:14+00:00,8320570: NegativeArraySizeException decoding >1G UTF8 bytes with non-ascii characters,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,82796bdebbf56b98ec97a6d572ed68c2842f60c6
